cik,companyName,stockSymbol,sector,industry,sic,sicCode
0001657642,"Parkway Acquisition Corp. ",pkkw,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001672909,CANTERBURY PARK HOLDING CORPORATION,cphc,Services,Amusement And Recreation Services,"SERVICES-RACING, INCLUDING TRACK OPERATION",7948
0001410738,Voip-pal.com Inc,vplm,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",TELEPHONE & TELEGRAPH APPARATUS,3661
0001536394,"U.S. Lighting Group, Inc.",lxrt,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001666178,Lazuriton Nano Biotechnology (U.S.A.) Inc.,lazu_priv,Wholesale Trade,Wholesale Trade-non-durable Goods,WHOLESALE-MISCELLANEOUS NONDURABLE GOODS,5190
0001494891,"Sensus Healthcare, Inc.",srtsu,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001629606,"Driven Deliveries, Inc.",rsbo_priv,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001466026,"Midland States Bancorp, Inc.",msbi,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001657803,Inbit Corp,inbt,Services,Business Services,SERVICES-COMPUTER PROGRAMMING SERVICES,7371
0001652561,DSwiss Inc,dwis_priv,Manufacturing,Chemicals And Allied Products,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844
0001653247,WAITR HOLDINGS INC.,lca,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001665598,"RC-1, Inc.",rc1_priv,Services,Amusement And Recreation Services,"SERVICES-RACING, INCLUDING TRACK OPERATION",7948
0001551986,"INNOVATE BIOPHARMACEUTICALS, INC.",msdi,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,COMPUTER STORAGE DEVICES,3572
0001539029,"Clearside Biomedical, Inc.",clsd,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001560452,Texas Republic Capital Corp,txrc_priv,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0001463913,US Alliance Corp,usal_priv,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0001358762,"Reata Pharmaceuticals, Inc.",reta,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001536577,Medley LLC,mdlx,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services",INVESTMENT ADVICE,6282
0001669792,"AdvancePierre Foods Holdings, Inc.",apfh,Manufacturing,Food And Kindred Products,FOOD AND KINDRED PRODUCTS,2000
0001651235,"Acacia Communications, Inc.",acia,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001414374,Paragon Commercial CORP,pbnc,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001657197,"Cotiviti Holdings, Inc.",cotv,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001531272,Ocean Thermal Energy Corp,ocnt_priv,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001654588,HIP CUISINE INC.,hipc_priv,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0000084112,"GEORGE RISK INDUSTRIES, INC.",rskia,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0001453687,"Selecta Biosciences, Inc",selb,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001657853,"HERTZ GLOBAL HOLDINGS, INC",htz,Services,"Automotive Repair, Services, And Parking",SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),7510
0001657564,Gabbit Corp.,gabt_priv,Services,Amusement And Recreation Services,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990
0001665918,US Foods Holding Corp.,usfd,Wholesale Trade,Wholesale Trade-non-durable Goods,WHOLESALE-GROCERIES & RELATED PRODUCTS,5140
0001659166,Fortive Corporation,ftv,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823
0001429386,"PHASERX, INC.",pzrx,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001510963,China Bull Management Inc,chbm,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001614106,"American Renaissance Capital, Inc.",arcp_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,"INVESTORS, NEC",6799
0000855787,ALPHA ENERGY INC,aphe,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001666138,Atkore International Group Inc.,atkr,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690
0001498232,"TripBorn, Inc.",trib_priv,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services,TRANSPORTATION SERVICES,4700
0001651577,Capstone Systems Inc,cpsn,Manufacturing,"Lumber And Wood Products, Except Furniture","MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",2430
0001640251,Wins Finance Holdings Inc.,wins,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,FINANCE SERVICES,6199
0001662706,"TRUPAL MEDIA, INC.",trpm_priv,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001553788,"CANFIELD MEDICAL SUPPLY, INC.",cams_priv,Services,Health Services,SERVICES-HOME HEALTH CARE SERVICES,8082
0001272842,AIRGAIN INC,airg,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663
0001671584,Aptevo Therapeutics Inc.,apvo,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001420520,Atomera Inc,atmr,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001655349,"Messagebgone, Inc.",mesgb_priv,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001669513,APP Incline Corp,aincl_priv,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001377121,"PROTAGONIST THERAPEUTICS, INC.",ptgx,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001566469,"NantHealth, Inc.",nh,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001638287,Gemphire Therapeutics Inc.,gemp,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001676047,Nutriband Inc.,ntrb_priv,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842
0001646228,At Home Group Inc.,home,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores","RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",5700
0001522787,"Cyberfort Software, Inc.",pbfi,Retail Trade,Miscellaneous Retail,"RETAIL-RETAIL STORES, NEC",5990
0001643848,Patheon N.V.,pthn,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001582962,CANNA Corp,rcga_priv,Manufacturing,Tobacco Products,TOBACCO PRODUCTS,2100
0001600438,GMS INC.,gms,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,5030
0001557142,"Kadmon Holdings, Inc.",kdmn,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001450390,BAKKEN RESOURCES INC,bkkn,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001027838,"Tactile Systems Technology, Inc.",tcmd,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0000036377,"FIRST HAWAIIAN, INC.",fhb,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001478259,"Medbook World, Inc",mboo,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001628738,"Audentes Therapeutics, Inc.",bold,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001669162,"Kinsale Capital Group, Inc.",knsl,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001326396,"Keyuan Petrochemicals, Inc.",keyp,Manufacturing,Chemicals And Allied Products,INDUSTRIAL ORGANIC CHEMICALS,2860
0001676580,VISION HYDROGEN Corp,hcll_priv,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690
0001679629,Koo'Toor Design Inc.,ktd_priv,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",RETAIL-FURNITURE STORES,5712
0001114995,"IMPINJ, INC.",pi,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","ELECTRONIC COMPONENTS, NEC",3679
0001680935,Huahui Education Group Ltd,duna_priv,Manufacturing,"Stone, Clay, Glass, And Concrete Products","CONCRETE, GYPSUM & PLASTER PRODUCTS",3270
0001653710,APEX RESOURCES INC/NV,slmlf,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-MISC DURABLE GOODS,5090
0001307969,"024 Pharma, Inc.",24pha_priv,Manufacturing,Rubber And Miscellaneous Plastics Products,"PLASTICS PRODUCTS, NEC",3089
0001665300,"PHUNWARE, INC.",stlru,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001074458,"Manasota Group, Inc.",hznb,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001624025,HEAVENSTONE CORP,hvst_priv,Construction,Building Construction General Contractors And Operative Builders,OPERATIVE BUILDERS,1531
0001598014,IHS MARKIT LTD.,info,Services,Business Services,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370
0001355064,MUTUAL FUND SERIES TRUST,mfst_priv,,,,
0001522817,VANTAGE HOLDINGS MALAYSIA I CO.,vantm_priv,,,,
0001627469,"Photozou Holdings, Inc.",exqa_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001517498,"Merion, Inc.",ewlu,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122
0001099234,"InCapta, Inc.",inct,Services,Motion Pictures,SERVICES-VIDEO TAPE RENTAL,7841
0001685616,"Oxygen Therapy, Inc.",oxyt_priv,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0000069499,MYLAN INC.,myl_priv,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
ZAE000029757,Astral Foods Limited,astral_ifrs,Manufacturing,Food And Kindred Products,POULTRY SLAUGHTERING AND PROCESSING,2015
0000804269,"General Motors Financial Company, Inc.",acf,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,FINANCE SERVICES,6199
0000927417,AVINTIV Specialty Materials Inc.,bery,Manufacturing,Textile Mill Products,"BROADWOVEN FABRIC MILLS, MAN MADE FIBER & SILK",2221
0000076063,Panhandle Eastern Pipe Line Co LP,phx,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",NATURAL GAS TRANSMISSION,4922
0000850693,Allergan Inc,agn,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001457737,"iHeartMedia Capital I, LLC",ihrt_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813
0000739708,"iHeartCommunications, Inc.",ihrt_priv2,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,RADIO BROADCASTING STATIONS,4832
0001592706,"SB/RH Holdings, LLC",spb_priv1,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690
0001537660,Armored AutoGroup Inc.,spb_priv2,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,5013
0001340554,Party City Holdings Inc.,prty_priv1,Retail Trade,Miscellaneous Retail,RETAIL-MISCELLANEOUS RETAIL,5900
0001503707,"NorthStar Healthcare Income, Inc.",nhhs,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001610754,"PC Nextco Holdings, LLC",prty_priv2,Retail Trade,Miscellaneous Retail,RETAIL-MISCELLANEOUS RETAIL,5900
0001564657,"NorthStar Real Estate Income II, Inc.",nsam_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001055294,"Kansas City Southern de Mexico, S.A. de C.V.",ksu_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services",Railroad Transportation,"RAILROADS, LINE-HAUL OPERATING",4011
0001326141,Lazard Group LLC,laz_priv1,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services",INVESTMENT ADVICE,6282
0001497188,"Toys R Us Property Co II, LLC",tpc_priv1,"Finance, Insurance, And Real Estate",Real Estate,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512
0000885721,Express Scripts Inc,esrx_priv1,Retail Trade,Miscellaneous Retail,RETAIL-DRUG STORES AND PROPRIETARY STORES,5912
0001316631,"Liberty Global, Inc.",lbtyk,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,CABLE & OTHER PAY TELEVISION SERVICES,4841
0001603794,AerCap Global Aviation Trust,aer_priv1r,Services,Business Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359
0000914748,EVEREST REINSURANCE HOLDINGS INC,re_priv1,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001067063,MACK CALI REALTY L P,cli_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000727892,RIVERSOURCE LIFE INSURANCE COMPANY,amp_priv,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0000074145,OKLAHOMA GAS AND ELECTRIC COMPANY,ogeem,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001362491,Metals Usa Holdings Corp.,musa_priv1,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-METALS SERVICE CENTERS & OFFICES,5051
0000812233,"OWENS-ILLINOIS GROUP, INC.",oi_priv1,Manufacturing,"Stone, Clay, Glass, And Concrete Products",GLASS CONTAINERS,3221
0000885975,CINEMARK USA INC /TX,cnk_priv1,Services,Motion Pictures,SERVICES-MOTION PICTURE THEATERS,7830
0001042642,DISH DBS Corporation,dish_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,"COMMUNICATIONS SERVICES, NEC",4899
0001580673,"KBS Strategic Opportunity REIT II, Inc.",kbso,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001585101,"Hines Global Income Trust, Inc.",hirt_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000834071,TOYOTA MOTOR CREDIT CORPORATION,tm_priv1,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,PERSONAL CREDIT INSTITUTIONS,6141
0001040765,VORNADO REALTY LP,vno_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001259045,BIG HEART PET BRANDS,sjm_priv1,Manufacturing,Food And Kindred Products,GRAIN MILL PRODUCTS,2040
0000100790,Union Carbide Corporation,dow_priv1,Manufacturing,Chemicals And Allied Products,INDUSTRIAL ORGANIC CHEMICALS,2860
0001318742,NCL CORPORATION LTD.,nclh_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Transportation,WATER TRANSPORTATION,4400
0000764764,CATERPILLAR FINANCIAL SERVICES CORPORATION,cat_priv1,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,MISCELLANEOUS BUSINESS CREDIT INSTITUTION,6159
0001527190,"National CineMedia, LLC",ncmi_priv1,Services,Business Services,SERVICES-ADVERTISING,7310
0000027673,DEERE JOHN CAPITAL CORP,de_priv1,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,6153
0000230211,FEDERAL EXPRESS CORP,fdx_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation by Air,AIR COURIER SERVICES,4513
0000930810,RECKSON OPERATING PARTNERSHIP LP,slg_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001492869,"SL GREEN OPERATING PARTNERSHIP, L.P.",slg_priv2,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000878520,Hilltop Securities Holdings LLC,sws,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211
0001625703,Potomac Holding LLC,dhr_priv1,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823
0001137861,Wright Medical Group Inc,wmgi,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842
0000107815,WISCONSIN ELECTRIC POWER COMPANY,wec_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0000926660,AIMCO PROPERTIES L.P.,aiv_priv1,"Finance, Insurance, And Real Estate",Real Estate,OPERATORS OF APARTMENT BUILDINGS,6513
0001431766,FSP 303 East Wacker Drive Corp.,fsp_priv1,"Finance, Insurance, And Real Estate",Real Estate,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512
0001022344,SIMON PROPERTY GROUP L P /DE/,spg_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001506042,Navios South American Logistics Inc.,nm_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,4731
0000731288,PACCAR FINANCIAL CORP,pcar_priv1,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,SHORT-TERM BUSINESS CREDIT INSTITUTIONS,6153
0001585389,"SmartStop Self Storage REIT, Inc.",exr_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000093451,Sterling Bancorp,stl,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0000931182,ERP OPERATING LTD PARTNERSHIP,eqr_priv1,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000100548,"UGI UTILITIES, INC.",ugi_priv1,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",GAS & OTHER SERVICES COMBINED,4932
